,hotel_id,hotel_amenities,image_available_for_category
650,53122,Parking Facility,Parking
651,58168,Parking Facility|Dining Area|In-house Restaurant,Restaurant
652,95423,Parking Facility,
653,95878,Parking Facility,
654,102578,Parking Facility|In-house Restaurant,
655,56970,Parking Facility,
656,38559,Parking Facility|Conference Room|Dining Area|In-house Restaurant,Restaurant|Boardroom
657,39211,Parking Facility,
658,18815,Parking Facility|In-house Restaurant,Restaurant
659,37046,Bar|Parking Facility|Conference Room,
660,62637,Parking Facility,
661,16146,Parking Facility,
662,93043,Parking Facility,Parking
663,5821,Dining Area|In-house Restaurant,Restaurant
664,40238,Dining Area|Conference Room|In-house Restaurant,Restaurant
665,51584,Dining Area|Parking Facility|Conference Room|In-house Restaurant,Restaurant
666,4350,Dining Area|Bar|Conference Room|In-house Restaurant,Restaurant
667,3602,Dining Area|Parking Facility|Conference Room|In-house Restaurant,Restaurant
668,87171,Parking Facility,
669,92256,Parking Facility,
670,92557,Parking Facility,
671,93794,Parking Facility,
672,103793,Parking Facility,
673,96500,Parking Facility,
674,97791,Parking Facility,
675,73727,Parking Facility,
676,80187,Parking Facility,
677,18719,Parking Facility,
678,81385,Parking Facility|Dining Area,
679,79872,Parking Facility,
680,13896,Parking Facility,
681,98255,Parking Facility|Dining Area,
682,97327,Parking Facility,
683,99785,Parking Facility,
684,43495,Parking Facility,
685,573,Parking Facility|Bar|Conference Room,
686,81335,Parking Facility,
687,80027,Parking Facility,
688,84811,Parking Facility|In-house Restaurant,Restaurant
689,103928,Parking Facility|Conference Room,
690,47877,Parking Facility|Swimming Pool,Pool
691,37209,Parking Facility|Gym|In-house Restaurant,
692,18567,Parking Facility,
693,61006,Parking Facility|Conference Room,
694,5554,Parking Facility,
695,98117,Parking Facility,
696,97844,Parking Facility,
697,14523,Parking Facility,
698,86456,Parking Facility,
699,89145,Parking Facility|Dining Area,
700,56382,Parking Facility|Dining Area,Dining
701,91263,Swimming Pool|In-house Restaurant,Pool|Restaurant
702,45008,Parking Facility,
703,58806,Dining Area,
704,54126,Dining Area,
705,51173,Dining Area|In-house Restaurant,Restaurant
706,82423,Dining Area|In-house Restaurant,Restaurant
707,49784,Dining Area,
708,60418,In-house Restaurant|Dining Area|Parking Facility,Restaurant
709,50380,In-house Restaurant,
710,58140,In-house Restaurant|Dining Area,Restaurant
711,15094,Parking Facility,
712,84482,Dining Area,
713,38587,Dining Area,Dining
714,40696,Dining Area,
715,14481,In-house Restaurant,
716,85579,Parking Facility,
717,103995,In-house Restaurant,
718,90892,Parking Facility,
719,84949,Parking Facility,
720,91235,Parking Facility,
721,78542,Parking Facility,
722,89283,Parking Facility,
723,20193,Parking Facility,
724,59805,Parking Facility,
725,5208,Conference Room|Swimming Pool|Parking Facility|Bar|Dining Area|In-house Restaurant,
726,41720,Conference Room|Dining Area|Parking Facility|Bar|In-house Restaurant,Restaurant
727,97805,Conference Room|Swimming Pool|Garden/Backyard|Parking Facility|In-house Restaurant,Lawn|Pool
728,54444,Conference Room|In-house Restaurant|Parking Facility,
729,49072,Conference Room|Dining Area|Parking Facility|In-house Restaurant,Restaurant
730,2125,Conference Room|Dining Area|Parking Facility|In-house Restaurant,Boardroom
731,53243,Conference Room|Parking Facility|Dining Area|In-house Restaurant,
732,102901,Conference Room,
733,12090,Swimming Pool|Dining Area|In-house Restaurant|Bar,Pool|Restaurant
734,61346,Conference Room|Dining Area|Parking Facility|In-house Restaurant,Restaurant
735,101419,Swimming Pool|Garden/Backyard|Dining Area|Parking Facility|Bar|In-house Restaurant,Restaurant|Pool
736,58196,Conference Room|Parking Facility,
737,97968,Conference Room|Spa|Parking Facility,
738,4924,In-house Restaurant|Dining Area,
739,57141,In-house Restaurant|Dining Area|Conference Room|Parking Facility,Restaurant
740,92008,Spa|Garden/Backyard|Parking Facility|Bar|Conference Room|In-house Restaurant|Dining Area,Restaurant
741,9162,Garden/Backyard|Dining Area|Parking Facility|In-house Restaurant,Restaurant
742,102915,Garden/Backyard|Parking Facility|Swimming Pool,
743,54306,Dining Area|Parking Facility|Swimming Pool,Pool
744,49398,Dining Area|Bar|In-house Restaurant|Parking Facility,Restaurant
745,162,Dining Area|Parking Facility|Conference Room,
746,36801,Dining Area|Parking Facility,Dining
747,41605,Dining Area|In-house Restaurant|Parking Facility,Restaurant
748,37701,Dining Area|Parking Facility,
749,86189,Bar|In-house Restaurant|Dining Area,Restaurant
750,98114,Parking Facility|Conference Room|In-house Restaurant,
751,308,Parking Facility,
752,75389,Parking Facility,
753,59225,Parking Facility|In-house Restaurant,
754,96337,Parking Facility,
755,5725,Parking Facility,
756,80629,Parking Facility,
757,80775,Parking Facility,
758,83337,Bar|Parking Facility|In-house Restaurant,
759,39037,Parking Facility,
760,83298,Parking Facility|Dining Area,
761,86583,Parking Facility,
762,8974,Parking Facility,
763,10636,Parking Facility,
764,45011,Spa|Parking Facility|Gym|Dining Area,
765,81799,Garden/Backyard|Parking Facility,
766,88667,Parking Facility|Dining Area|In-house Restaurant,
767,90807,Parking Facility,
768,49792,Parking Facility,
769,40660,Parking Facility,
770,36216,Parking Facility,
771,16455,Parking Facility|In-house Restaurant,
772,88259,Parking Facility|Dining Area,
773,91693,Parking Facility,
774,102004,Parking Facility,
775,102429,Parking Facility,
776,102741,Parking Facility,
777,44153,Parking Facility,
778,11530,Parking Facility|Dining Area,
779,885,Parking Facility,
780,753,Parking Facility|In-house Restaurant|Dining Area,
781,54717,Parking Facility,
782,49848,Parking Facility,
783,57605,Parking Facility|Swimming Pool,Pool
784,79886,Parking Facility,
785,58002,Parking Facility|Dining Area,
786,37726,Bar|Dining Area|In-house Restaurant,Restaurant
787,94230,Parking Facility,
788,55184,Parking Facility|Dining Area|In-house Restaurant,Restaurant
789,10892,Parking Facility|Swimming Pool,Pool
790,61155,Parking Facility,
791,104386,Dining Area|In-house Restaurant|Parking Facility,
792,47233,Dining Area|Parking Facility|In-house Restaurant,Restaurant
793,75392,Dining Area|Parking Facility,
794,93620,Parking Facility,
795,103669,Parking Facility,
796,98415,Parking Facility|Conference Room,
797,98964,Parking Facility,
798,99906,Parking Facility,
799,97535,Parking Facility,
800,78992,Parking Facility,
801,77473,Parking Facility,
802,80882,Parking Facility|Swimming Pool|Dining Area,Dining|Pool
803,84018,Parking Facility,
804,99329,Parking Facility|Swimming Pool,
805,52523,Parking Facility,
806,45461,Parking Facility,
807,15406,Parking Facility,
808,52205,Parking Facility,
809,54281,Parking Facility,
810,59231,Dining Area|In-house Restaurant|Parking Facility,Restaurant
811,3025,Dining Area|Conference Room,
812,8366,Dining Area|Parking Facility|In-house Restaurant,Restaurant
813,38455,Dining Area,
814,87950,Dining Area|Conference Room|Parking Facility|In-house Restaurant,Restaurant
815,18382,Dining Area|Bar|Parking Facility|In-house Restaurant,Restaurant
816,53856,Dining Area|In-house Restaurant|Parking Facility,Restaurant
817,89421,Dining Area,
818,99616,Dining Area|Parking Facility,
819,44575,Dining Area|Parking Facility|In-house Restaurant,Restaurant
820,51148,Dining Area|Conference Room|In-house Restaurant,Restaurant
821,73721,In-house Restaurant|Dining Area|Parking Facility,
822,8096,In-house Restaurant|Parking Facility|Dining Area,
823,75414,Parking Facility,
824,80204,Parking Facility,
825,40840,Parking Facility,
826,20016,Parking Facility,
827,59844,Parking Facility,
828,101692,Parking Facility|Conference Room,
829,99169,Parking Facility|In-house Restaurant,
830,85863,Parking Facility|Dining Area,
831,53232,Parking Facility,
832,13350,Parking Facility|Conference Room,
833,59968,Parking Facility,
834,101129,Parking Facility,
835,11682,Parking Facility|Swimming Pool|Conference Room|In-house Restaurant|Gym,Boardroom|Pool|Restaurant
836,89443,Parking Facility|In-house Restaurant,
837,85531,Parking Facility,
838,36483,Parking Facility,
839,27390,Parking Facility,
840,40674,Dining Area|In-house Restaurant|Parking Facility,Restaurant
841,13443,In-house Restaurant,
842,80471,In-house Restaurant,
843,6845,Parking Facility,
844,50256,Parking Facility,
845,53569,Parking Facility,
846,90020,Dining Area|In-house Restaurant|Parking Facility,Restaurant
847,87185,Parking Facility,
848,83922,Parking Facility,
849,47736,Parking Facility,
850,60705,Parking Facility,
851,81346,Parking Facility,
852,79864,Parking Facility,
853,75077,Bar,
854,74815,Parking Facility,
855,94559,Parking Facility,
856,87770,Parking Facility,
857,84797,Parking Facility,
858,58618,Parking Facility,
859,53097,Parking Facility,
860,58190,Garden/Backyard,
861,4060,Conference Room|Dining Area|Parking Facility|In-house Restaurant,Restaurant
862,13280,Conference Room|Parking Facility|Bar|In-house Restaurant,
863,89024,Conference Room|Garden/Backyard|Parking Facility|Bar|Swimming Pool|In-house Restaurant|Dining Area,Pool|Restaurant|Lawn
864,90318,Swimming Pool|Garden/Backyard|Parking Facility,
865,47874,Swimming Pool|In-house Restaurant|Garden/Backyard|Parking Facility|Dining Area|Conference Room,Restaurant|Pool|Lawn
866,58955,Conference Room|Garden/Backyard|Parking Facility|Dining Area|In-house Restaurant,Restaurant
867,52945,Swimming Pool|Conference Room|Dining Area|Parking Facility|Bar|In-house Restaurant,
868,97833,Swimming Pool|Conference Room|Bar|Parking Facility|In-house Restaurant,Boardroom|Restaurant|Parking|Pool
869,102614,Swimming Pool|Parking Facility|In-house Restaurant,Pool
870,39667,In-house Restaurant|Dining Area,Restaurant
871,19743,In-house Restaurant|Parking Facility,
872,80190,Board Games|Garden/Backyard|Dining Area|Parking Facility|Gym|In-house Restaurant,Restaurant
873,98432,Spa|Bar|Dining Area,
874,44260,Garden/Backyard|Parking Facility|Dining Area,Dining
875,79712,Garden/Backyard|Parking Facility|In-house Restaurant,
876,86451,Garden/Backyard|Parking Facility|Board Games|In-house Restaurant|Dining Area,Lawn|Restaurant
877,43832,Garden/Backyard|Parking Facility,Lawn
878,48597,Garden/Backyard|Dining Area|Parking Facility|In-house Restaurant,
879,49677,Dining Area|Parking Facility,
880,317,Dining Area|Parking Facility|In-house Restaurant,Restaurant
881,54582,Dining Area,
882,43219,Dining Area|In-house Restaurant,Dining
883,46060,Dining Area|Parking Facility,Dining
884,17631,Dining Area|Parking Facility,
885,46347,Dining Area|Parking Facility,
886,98587,Parking Facility|Garden/Backyard|Conference Room|Dining Area|In-house Restaurant,Restaurant
887,99009,Parking Facility,
888,57600,Parking Facility|Dining Area,Dining
889,102426,Parking Facility,
890,8830,Parking Facility|Dining Area,
891,14931,Bar|Conference Room|Parking Facility,
892,2547,Parking Facility|Dining Area|Conference Room|In-house Restaurant|Bar,Restaurant
893,79287,Parking Facility,
894,77310,Parking Facility|Conference Room,
895,81934,Parking Facility|Bar|Conference Room|Dining Area|In-house Restaurant,Restaurant
896,81073,Parking Facility,
897,86006,Parking Facility|Dining Area,
898,85680,Parking Facility|Dining Area,Dining
899,86271,Parking Facility,
900,42336,Parking Facility|In-house Restaurant,Restaurant
901,96292,Parking Facility|In-house Restaurant,
902,96593,Parking Facility,
903,101118,Spa|Garden/Backyard|Parking Facility|In-house Restaurant,Restaurant|Parking|Lawn
904,48048,Garden/Backyard|Parking Facility|Dining Area,Dining|Lawn
905,82136,Garden/Backyard,Lawn
906,1037,Parking Facility|Bar,
907,87837,Parking Facility,
908,87525,Parking Facility|Bar|In-house Restaurant,
909,82409,Parking Facility,
910,39217,Parking Facility,
911,16593,Parking Facility,
912,89488,Parking Facility,
913,42049,Parking Facility|Dining Area,
914,102302,Parking Facility,Parking
915,97228,Parking Facility,
916,19917,Parking Facility|Dining Area|In-house Restaurant,
917,104434,Parking Facility|Conference Room|Dining Area|In-house Restaurant,Boardroom|Restaurant
918,48144,Parking Facility,
919,48718,Parking Facility,
920,12692,Parking Facility,
921,47697,Parking Facility,
922,100654,Parking Facility,
923,102032,Parking Facility,
924,49820,Parking Facility|Dining Area|In-house Restaurant,
925,75116,Parking Facility,
926,80162,Dining Area|Parking Facility|In-house Restaurant,Restaurant
927,75988,Dining Area|Conference Room|In-house Restaurant,
928,8397,Dining Area|Parking Facility|Conference Room|In-house Restaurant,Restaurant
929,47683,Dining Area|Gym|Swimming Pool,Pool
930,5686,Dining Area,
931,6890,Dining Area|In-house Restaurant,Restaurant
932,74022,Dining Area|Parking Facility|Conference Room,
933,92610,Parking Facility,
934,96618,Parking Facility,
935,99335,Parking Facility,
936,101554,Parking Facility,
937,79383,Parking Facility,
938,79715,Parking Facility,
939,13755,Parking Facility,
940,83599,Parking Facility|Dining Area|In-house Restaurant,
941,40983,Parking Facility,
942,35887,Parking Facility,
943,81810,Parking Facility,
944,104229,Parking Facility,
945,14191,Parking Facility|Conference Room,
946,44097,Parking Facility,
947,43838,Parking Facility,
948,18677,Parking Facility,
949,61627,Parking Facility,Parking
950,79698,Parking Facility|In-house Restaurant|Dining Area,
951,37223,Parking Facility|Conference Room|Dining Area|In-house Restaurant,
952,101090,Bar,Restaurant
953,6009,Parking Facility|In-house Restaurant,Restaurant
954,89280,Parking Facility|Dining Area|In-house Restaurant|Bar,
955,89744,Parking Facility|Dining Area|In-house Restaurant,
956,19335,Parking Facility,
957,57445,Parking Facility,
958,37417,Parking Facility|Dining Area,
959,62662,Dining Area|In-house Restaurant|Parking Facility,Restaurant
960,86009,Conference Room|In-house Restaurant|Dining Area,
961,56120,Swimming Pool|Dining Area|Gym,Pool
962,88099,Conference Room|In-house Restaurant|Dining Area,
963,8206,Parking Facility,
964,46648,Dining Area|In-house Restaurant|Parking Facility,Parking|Restaurant
965,6867,Dining Area|In-house Restaurant|Parking Facility,
966,35153,Dining Area|Parking Facility,
967,61166,Dining Area|In-house Restaurant,
968,51592,Dining Area|In-house Restaurant,
969,38612,Dining Area,Dining
970,78086,In-house Restaurant|Dining Area,
971,88127,In-house Restaurant|Dining Area|Parking Facility,
972,11207,In-house Restaurant,
973,94382,In-house Restaurant,
974,83025,In-house Restaurant,
975,52931,In-house Restaurant,
976,1324,Parking Facility,
977,91713,Parking Facility,
978,39642,Parking Facility,
979,57701,Parking Facility|Bar,Restaurant
980,45919,Parking Facility,
981,85998,Parking Facility,
982,35572,In-house Restaurant,
983,4063,In-house Restaurant,
984,80764,Parking Facility,
985,79726,Parking Facility,
986,85393,Parking Facility,
987,91572,Parking Facility,
988,47868,Parking Facility,
989,47151,Parking Facility,Parking
990,82589,Parking Facility,
991,15870,Parking Facility,
992,53845,Parking Facility,
993,52495,Parking Facility,
994,53080,Parking Facility,
995,51156,Swimming Pool|Gym|Dining Area,Pool
996,96753,Swimming Pool|Parking Facility|Garden/Backyard|Dining Area|In-house Restaurant,Restaurant|Pool
997,96919,Conference Room|Parking Facility,
998,57757,Swimming Pool|Board Games|Gym|Spa|Garden/Backyard|Parking Facility|Conference Room|In-house Restaurant|Dining Area,Fun Area|Pool|Restaurant|Lawn|Boardroom|Parking
999,54149,Conference Room|Parking Facility|In-house Restaurant|Dining Area,Restaurant
1000,53572,Conference Room|Dining Area|Parking Facility|In-house Restaurant,
1001,59965,In-house Restaurant|Parking Facility,Restaurant
1002,92554,In-house Restaurant|Parking Facility,
1003,92759,In-house Restaurant|Dining Area|Parking Facility,
1004,14548,In-house Restaurant,Restaurant
1005,2958,In-house Restaurant|Dining Area|Conference Room|Parking Facility,Restaurant
1006,78238,Spa|Parking Facility|In-house Restaurant,Restaurant
1007,79411,Garden/Backyard|Parking Facility|In-house Restaurant|Conference Room|Dining Area,
1008,90360,Garden/Backyard|Parking Facility,Lawn|Parking
1009,85286,Garden/Backyard|Parking Facility,
