,hotel_id,mrc_images_score,actual_room_categories,images_available_for_categories
264,41147,10.0,Suite (4X)|Deluxe (3X),Suite (4X)|Deluxe (3X)
265,82750,8.0,Family 6 Pax|Saver double|Vietnam Standard Double|Classic (2X)|Deluxe Family Vietnam,Family 6 Pax|Saver double|Vietnam Standard Double|Deluxe Family Vietnam
266,14681,10.0,Suite (4X)|Classic (2X),Suite (4X)|Classic (2X)
267,96931,10.0,Spot on Double|Spot on Single|Spot on Twin|Spot on Family|Spot on Triple,Spot on Double|Spot on Single|Spot on Twin|Spot on Family|Spot on Triple
268,46260,8.0,Vietnam Suite Double|Vietnam Deluxe Double|Vietnam Suite Family|Vietnam Standard Double|Classic (2X),Vietnam Suite Double|Vietnam Deluxe Double|Vietnam Suite Family|Vietnam Standard Double|
269,57910,10.0,Indonesia Suite Triple|Indonesia Deluxe Double|Indonesia Deluxe Double,Indonesia Suite Triple|Indonesia Deluxe Double|Indonesia Deluxe Double
270,94079,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
271,60767,7.5,Standard Double|Standard Twin|Suite Family|Classic (2X),Standard Double|Standard Twin|Suite Family|
272,15311,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
273,96481,10.0,Classic (2X),Classic (2X)
274,55384,10.0,Deluxe (3X)|Classic (2X)|Suite (4X),Deluxe (3X)|Classic (2X)|Suite (4X)
275,50282,8.0,Triple Room|Twin Room|Classic (2X)|Double Room|Family Room,Triple Room|Twin Room|Double Room|Family Room
276,83504,10.0,Classic (2X),Classic (2X)
277,95772,10.0,Classic (2X),Classic (2X)
278,86432,7.5,Standard Double|Standard Double|Classic (2X)|Suite|Suite|Deluxe Double,Standard Double|Standard Double|Suite|Suite|Deluxe Double
279,74647,10.0,Classic (2X),Classic (2X)
280,83310,10.0,Classic (2X),Classic (2X)
281,54774,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
282,48513,10.0,Classic (2X)|Classic (2X)|Saver Double (X),Classic (2X)|Classic (2X)|Saver Double (X)
283,52397,10.0,Classic (2X)|Classic (2X)|Saver Double (X)|Saver Double (X),Classic (2X)|Classic (2X)|Saver Double (X)|Saver Double (X)
284,50738,0.8333333333333339,Executive Suite|Premium Suite room|Standard Twin|Suite Family|Suite Triple|Standard Single - Malaysia|Deluxe Twin|Classic (2X)|Malaysia Deluxe Triple|Standard Queen|Deluxe Queen|Presidential Suite room,Presidential Suite room
285,55097,NaN,,
286,2140,0.0,Classic (2X),
287,15587,0.0,Classic (2X),
288,57010,0.0,Classic (2X)|Classic (2X),
289,84061,10.0,Standard Double - Twin|Standard Double - King|Standard Triple|Family Room,Standard Double - Twin|Standard Double - King|Standard Triple|Family Room
290,9135,0.0,Classic (2X),
291,76329,0.0,Classic (2X),
292,50746,10.0,Classic (2X),Classic (2X)
293,36976,5.0,Classic (2X)|Saver Double (X),Classic (2X)|
294,42472,10.0,Classic (2X),Classic (2X)
295,18284,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
296,48623,10.0,Classic (2X)|Classic (2X)|Saver Double (X),Classic (2X)|Classic (2X)|Saver Double (X)
297,51503,10.0,Classic (2X),Classic (2X)
298,12327,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
299,16073,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
300,2109,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
301,15598,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
302,100686,8.333333333333334,Superior Twin|Classic (2X)|Deluxe double pool view|Deluxe Double|Suite|1 Bedroom Suite,Superior Twin|Deluxe double pool view|Deluxe Double|Suite|1 Bedroom Suite
303,49059,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
304,58332,5.0,SPOT ON|Classic (2X),SPOT ON|
305,46688,10.0,Classic (2X)|Suite (4X),Classic (2X)|Suite (4X)
306,78568,10.0,SPOT ON|SPOT ON SAVER|SPOT ON NON-AC SAVER,SPOT ON|SPOT ON SAVER|SPOT ON NON-AC SAVER
307,84657,10.0,Classic (2X),Classic (2X)
308,99167,10.0,Vietnam Standard Twin|Vietnam Deluxe Double|Vietnam Deluxe Twin|Deluxe Triple Vietnam,Vietnam Standard Twin|Vietnam Deluxe Double|Vietnam Deluxe Twin|Deluxe Triple Vietnam
309,16180,0.0,Classic (2X),
310,9309,0.0,Classic (2X)|Classic (2X),
311,12622,0.0,Classic (2X),
312,37423,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
313,50257,10.0,Classic (2X),Classic (2X)
314,92133,10.0,SPOT ON Basic,SPOT ON Basic
315,50285,10.0,Classic (2X),Classic (2X)
316,96208,6.666666666666666,Spot on Superior Family|Classic (2X)|Spot on Standard Triple,Spot on Superior Family|Spot on Standard Triple
317,82424,0.0,Classic (2X),
318,102317,0.0,SPOT ON NON-AC,
319,15463,0.0,Classic (2X),
320,73027,0.0,Classic (2X),
321,51466,0.0,Classic (2X),
322,89447,0.0,Classic (2X),
323,94405,10.0,Standard Double|Standard Twin,Standard Double|Standard Twin
324,7321,10.0,Classic (2X),Classic (2X)
325,36231,10.0,Classic (2X),Classic (2X)
326,82432,10.0,Classic (2X),Classic (2X)
327,41161,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
328,20095,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
329,13916,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
330,3898,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
331,60902,10.0,Classic (2X),Classic (2X)
332,101735,0.0,SPOT ON NON-AC|SPOT ON,
333,103256,NaN,,
334,15556,0.0,Deluxe (3X)|Classic (2X)|Classic (2X),
335,765,0.0,Classic (2X)|Classic (2X),
336,82562,0.0,Classic (2X)|Classic (2X),
337,46845,0.0,Classic (2X),
338,15449,0.0,Classic (2X),
339,73612,0.0,Classic (2X),
340,46221,0.0,Classic (2X),
341,62269,10.0,Saver Double (X),Saver Double (X)
342,1080,0.0,Classic (2X)|Classic (2X),
343,104744,0.0,Deluxe (3X),
344,39648,0.0,Classic (2X),
345,58506,0.0,Classic (2X),
346,16031,0.0,Classic (2X)|Classic (2X),
347,100815,0.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON Deluxe|SPOT ON Deluxe,
348,39403,0.0,Classic (2X),
349,101009,0.0,Classic (2X),
350,81105,0.0,Classic (2X),
351,18132,0.0,Classic (2X)|Classic (2X),
352,95935,0.0,Classic (2X),
353,14408,0.0,Classic (2X),
354,50125,0.0,Classic (2X),
355,16934,0.0,Classic (2X),
356,54602,0.0,Classic (2X),
357,78211,0.0,Classic (2X),
358,87098,0.0,Classic (2X)|Classic (2X),
359,9008,0.0,Classic (2X)|Classic (2X),
360,80050,0.0,Classic (2X)|Classic (2X),
361,216,0.0,Classic (2X),
362,1836,0.0,Classic (2X),
363,53711,0.0,Classic (2X),
364,53899,0.0,Classic (2X),
365,59260,0.0,Classic (2X),
366,5830,0.0,Classic (2X),
367,2399,0.0,Classic (2X)|Classic (2X),
368,78250,0.0,Classic (2X),
369,103805,0.0,Classic with View|Deluxe with View,
370,102902,0.0,Classic (2X),
371,76003,0.0,Classic (2X),
372,57775,0.0,2 Full Bed|King Bed|Junior Suite Accessible|Full Bed|Classic (2X)|2 King Bed,
373,104269,0.0,SPOT ON NON-AC,
374,77204,0.0,Classic (2X),
375,18256,0.0,Classic (2X)|Classic (2X),
376,94692,8.571428571428571,2 Queen Bed Accessible|Premium King Bed|Premium King Room with Jetted Tub|2 Queen Bed|Premium King Bed Accessible|3 Bedroom Suite|King Bed,2 Queen Bed Accessible|Premium King Bed|Premium King Room with Jetted Tub|2 Queen Bed|Premium King Bed Accessible|3 Bedroom Suite|
377,83667,10.0,Standard Quad Room|Standard Double Room|Standard Double Room|Standard Twin Room|Standard Twin Room,Standard Quad Room|Standard Double Room|Standard Double Room|Standard Twin Room|Standard Twin Room
378,103695,10.0,Superior Double|Deluxe Twin|Deluxe Double,Superior Double|Deluxe Twin|Deluxe Double
379,17232,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
380,27380,10.0,Saver Single (X)|Classic (2X)|Classic (2X),Saver Single (X)|Classic (2X)|Classic (2X)
381,73587,10.0,Deluxe (3X)|Classic (2X)|Classic (2X)|Saver Double (X),Deluxe (3X)|Classic (2X)|Classic (2X)|Saver Double (X)
382,45076,8.0,Suite Triple|Standard Single - Malaysia|Standard Double|Classic (2X)|Suite Family,Suite Triple|Standard Single - Malaysia|Standard Double|Suite Family
383,99015,10.0,Saver Single (X)|Saver Single (X)|Classic (2X)|Classic (2X),Saver Single (X)|Saver Single (X)|Classic (2X)|Classic (2X)
384,36692,6.666666666666666,Deluxe (3X)|Classic (2X)|Classic with Twin Bed,Deluxe (3X)|Classic (2X)|
385,100106,10.0,Suite Triple|Standard Double|Suite Family|Standard Twin,Suite Triple|Standard Double|Suite Family|Standard Twin
386,37851,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
387,86212,5.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|
388,101608,10.0,Standard,Standard
389,80160,10.0,Deluxe (3X)|Saver Double (X)|Suite (4X),Deluxe (3X)|Saver Double (X)|Suite (4X)
390,104606,10.0,Superior Double|Standard Double|Saver double|Standard Twin|Deluxe Double|Saver Twin,Superior Double|Standard Double|Saver double|Standard Twin|Deluxe Double|Saver Twin
391,79111,10.0,SPOT ON NON-AC,SPOT ON NON-AC
392,52988,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
393,91750,10.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER|SPOT ON NON-AC SAVER,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER|SPOT ON NON-AC SAVER
394,101296,10.0,Premiere Deluxe Double|Superior Double|Superior Twin|Deluxe Twin,Premiere Deluxe Double|Superior Double|Superior Twin|Deluxe Twin
395,97842,10.0,Deluxe Double|Suite Double|Malaysia Deluxe Triple|Standard Double|Deluxe Twin,Deluxe Double|Suite Double|Malaysia Deluxe Triple|Standard Double|Deluxe Twin
396,101757,10.0,Deluxe double|Deluxe Two Single Beds|Superior|Standard Two Beds With View|Standard Two Single Beds|Standard Two Beds|Standard Suite|Standard Triple|Standard Quintuple|Standard|Standard Three beds,Deluxe double|Deluxe Two Single Beds|Superior|Standard Two Beds With View|Standard Two Single Beds|Standard Two Beds|Standard Suite|Standard Triple|Standard Quintuple|Standard|Standard Three beds
397,60455,0.0,Classic (2X),
398,87849,10.0,Classic (2X),Classic (2X)
399,44190,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
400,96467,8.333333333333334,Standard Double|Deluxe Double|Standard Triple|Classic (2X)|Standard Twin|Deluxe Twin,Standard Double|Deluxe Double|Standard Triple|Standard Twin|Deluxe Twin
401,94571,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
402,47011,10.0,Classic (2X)|Suite (4X)|Deluxe (3X),Classic (2X)|Suite (4X)|Deluxe (3X)
403,83625,7.5,Japanese Room with Shared Washroom - Quintuple (Smoking)|Japanese Room with Shared Washroom - Triple  (Non-Smoking)|Japanese Room - Quadraple (Non-Smoking)|Japanese Room with Shared Washroom - Family (Smoking)|Classic (2X)|Japanese Room - Quintuple (Non-Smoking)|Japanese Room with Shared Washroom - Quintuple  (Non-Smoking)|Japanese Room with Shared Washroom - Family  (Non-Smoking),Japanese Room with Shared Washroom - Quintuple (Smoking)|Japanese Room with Shared Washroom - Triple  (Non-Smoking)|Japanese Room - Quadraple (Non-Smoking)|Japanese Room with Shared Washroom - Family (Smoking)|Japanese Room with Shared Washroom - Quintuple  (Non-Smoking)|Japanese Room with Shared Washroom - Family  (Non-Smoking)
404,10035,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
405,77356,10.0,SPOT ON NON-AC,SPOT ON NON-AC
406,87498,10.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON
407,79161,5.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|
408,6502,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
409,80362,10.0,Single Room Smoking|Twin Room - Deluxe (Smoking)|Twin Room Smoking|Semi Double Room Non Smoking|Twin Room|Triple Room Smoking|Single Room,Single Room Smoking|Twin Room - Deluxe (Smoking)|Twin Room Smoking|Semi Double Room Non Smoking|Twin Room|Triple Room Smoking|Single Room
410,76436,10.0,SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER,SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER
411,100970,10.0,Suite Triple|Deluxe Twin|Suite Family|Deluxe Double,Suite Triple|Deluxe Twin|Suite Family|Deluxe Double
412,79147,7.142857142857142,Indonesia Standard Double|Delux Family|Indonesia Standard Double|Indonesia Suite Double|Indonesia Suite Double|Indonesia Deluxe Twin|Indonesia Deluxe Twin|Saver Double|Indonesia Standard Single|Indonesia Deluxe Double|Indonesia Deluxe Double,Indonesia Standard Double|Delux Family|Indonesia Standard Double|Indonesia Suite Double|Indonesia Suite Double|Indonesia Deluxe Twin|Indonesia Deluxe Twin|Indonesia Deluxe Double|Indonesia Deluxe Double
413,74349,10.0,Deluxe (3X),Deluxe (3X)
414,99029,10.0,Vietnam Superior Double|Vietnam Standard Double|Superior Triple,Vietnam Superior Double|Vietnam Standard Double|Superior Triple
415,78441,10.0,Deluxe (3X)|Suite (4X)|Classic (2X)|Classic (2X),Deluxe (3X)|Suite (4X)|Classic (2X)|Classic (2X)
416,90060,10.0,Standard Studio|Deluxe Studio|Two Bedroom Apartment|Two Bedroom Deluxe Apartment|One Bedroom Apartment|Superior Family Room,Standard Studio|Deluxe Studio|Two Bedroom Apartment|Two Bedroom Deluxe Apartment|One Bedroom Apartment|Superior Family Room
417,6598,10.0,Deluxe (3X)|Saver Single (X)|Classic (2X)|Classic (2X)|Saver Double (X),Deluxe (3X)|Saver Single (X)|Classic (2X)|Classic (2X)|Saver Double (X)
418,82030,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
419,45324,6.666666666666666,Indonesia Standard Double|Indonesia Standard Twin|Classic (2X),Indonesia Standard Double|Indonesia Standard Twin|
420,51345,10.0,Deluxe (3X)|Suite (4X)|Classic (2X),Deluxe (3X)|Suite (4X)|Classic (2X)
421,42514,10.0,Deluxe (3X)|Classic (2X)|Classic (2X)|Saver Single (X),Deluxe (3X)|Classic (2X)|Classic (2X)|Saver Single (X)
422,92605,10.0,SPOT ON NON-AC,SPOT ON NON-AC
423,92147,10.0,Deluxe (3X),Deluxe (3X)
424,77038,10.0,SPOT ON NON-AC|SPOT ON|SPOT ON,SPOT ON NON-AC|SPOT ON|SPOT ON
425,40118,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
426,82148,10.0,SPOT ON NON-AC|SPOT ON NON-AC SAVER,SPOT ON NON-AC|SPOT ON NON-AC SAVER
427,50310,10.0,Saver Single (X)|Classic (2X)|Saver Double (X),Saver Single (X)|Classic (2X)|Saver Double (X)
428,19485,10.0,Deluxe (3X)|Deluxe (3X)|Classic (2X),Deluxe (3X)|Deluxe (3X)|Classic (2X)
429,56301,10.0,Deluxe (3X)|Classic (2X)|Classic (2X)|Saver Double (X),Deluxe (3X)|Classic (2X)|Classic (2X)|Saver Double (X)
430,86758,5.0,SPOT ON NON-AC|SPOT ON,SPOT ON NON-AC|
431,47309,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
432,96470,10.0,Deluxe (3X)|Classic (2X)|Suite (4X),Deluxe (3X)|Classic (2X)|Suite (4X)
433,40562,10.0,Deluxe (3X)|Classic (2X)|Saver Double (X),Deluxe (3X)|Classic (2X)|Saver Double (X)
434,13756,10.0,Deluxe (3X)|Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Deluxe (3X)|Classic (2X)|Classic (2X)
435,49225,8.333333333333334,Suite Triple|Deluxe Twin|Superior Family Suite|Classic (2X)|Deluxe Double|Suite Family,Suite Triple|Deluxe Twin|Superior Family Suite|Deluxe Double|Suite Family
436,53002,10.0,Deluxe (3X)|Classic (2X)|Classic (2X)|Suite (4X),Deluxe (3X)|Classic (2X)|Classic (2X)|Suite (4X)
437,41192,5.0,Deluxe (3X)|Deluxe (3X)|Classic (2X),Deluxe (3X)|Deluxe (3X)|
438,52982,10.0,Saver Single (X)|Classic (2X)|Saver Double (X),Saver Single (X)|Classic (2X)|Saver Double (X)
439,37685,10.0,Deluxe (3X)|Saver Double (X)|Classic (2X),Deluxe (3X)|Saver Double (X)|Classic (2X)
440,62078,10.0,SPOT ON Basic|SPOT ON,SPOT ON Basic|SPOT ON
441,3628,10.0,Classic (2X),Classic (2X)
442,60115,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
443,44767,10.0,Classic (2X),Classic (2X)
444,79012,5.0,Deluxe Double|Classic (2X),Deluxe Double|
445,104429,10.0,Suite Twin Indonesia|Indonesia Deluxe Single|Indonesia Suite Double|Indonesia Deluxe Double,Suite Twin Indonesia|Indonesia Deluxe Single|Indonesia Suite Double|Indonesia Deluxe Double
446,50150,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
447,45920,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
448,81386,10.0,Deluxe (3X)|Saver Single (X)|Classic (2X)|Classic (2X),Deluxe (3X)|Saver Single (X)|Classic (2X)|Classic (2X)
449,88724,10.0,Deluxe (3X)|Suite (4X),Deluxe (3X)|Suite (4X)
450,73919,6.666666666666666,Indonesia Standard Double|Indonesia Standard Twin|Classic (2X),Indonesia Standard Double|Indonesia Standard Twin|
451,74636,10.0,Deluxe (3X)|Suite (4X)|Classic (2X),Deluxe (3X)|Suite (4X)|Classic (2X)
452,81510,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
453,40835,0.0,Classic (2X)|Classic (2X),
454,104421,0.0,Classic (2X),
455,95620,10.0,Deluxe (3X)|Suite (4X),Deluxe (3X)|Suite (4X)
456,41310,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
457,88232,10.0,SPOT ON NON-AC,SPOT ON NON-AC
458,81977,10.0,Indonesia Standard Double|Indonesia Deluxe Double|Indonesia Standard Twin,Indonesia Standard Double|Indonesia Deluxe Double|Indonesia Standard Twin
459,97257,10.0,Standard Two Beds,Standard Two Beds
460,76169,10.0,Suite (4X)|Classic (2X),Suite (4X)|Classic (2X)
461,99617,10.0,Indonesia Standard Single,Indonesia Standard Single
462,79603,10.0,Suite (4X)|Classic (2X),Suite (4X)|Classic (2X)
463,83338,8.333333333333334,Premium 2 Full Bed|2 Full Bed|2 Full Bed|Full Bed with Pull Out|Full Bed with Pull Out|Junior Suite Smoking|King Bed|King Bed|2 Full Bed Smoking,Premium 2 Full Bed|2 Full Bed|2 Full Bed|Junior Suite Smoking|King Bed|King Bed|2 Full Bed Smoking
464,39187,10.0,Suite (4X)|Classic (2X)|Saver Double (X),Suite (4X)|Classic (2X)|Saver Double (X)
465,80818,7.5,Double Room|Japanese Room - Quintuple (Non-Smoking)|Twin Room|Triple Room Non Smoking,Double Room|Twin Room|Triple Room Non Smoking
466,76790,10.0,Deluxe (3X)|Classic (2X)|Saver Double (X),Deluxe (3X)|Classic (2X)|Saver Double (X)
467,44584,10.0,Deluxe (3X)|Classic (2X)|Classic (2X)|Suite (4X),Deluxe (3X)|Classic (2X)|Classic (2X)|Suite (4X)
468,35463,10.0,Classic (2X),Classic (2X)
469,101740,10.0,Quadruple Room|Triple Room,Quadruple Room|Triple Room
470,79454,10.0,SPOT ON NON-AC|SPOT ON,SPOT ON NON-AC|SPOT ON
471,77052,10.0,SPOT ON NON-AC,SPOT ON NON-AC
472,54788,10.0,Classic (2X),Classic (2X)
473,47450,10.0,Classic (2X),Classic (2X)
474,60348,10.0,Indonesia Deluxe Twin,Indonesia Deluxe Twin
475,43237,10.0,Classic (2X),Classic (2X)
476,37249,5.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|
477,57443,10.0,Classic (2X),Classic (2X)
478,3158,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
479,81985,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
480,84550,10.0,Classic (2X)|Saver Double (X),Classic (2X)|Saver Double (X)
481,83774,10.0,Classic (2X),Classic (2X)
482,100213,10.0,Classic (2X)|Saver Double (X),Classic (2X)|Saver Double (X)
483,17547,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
484,97094,10.0,Classic (2X),Classic (2X)
485,84674,10.0,Classic (2X),Classic (2X)
486,45757,10.0,Classic (2X)|Classic (2X)|Saver Single (X)|Saver Double (X)|Saver Double (X),Classic (2X)|Classic (2X)|Saver Single (X)|Saver Double (X)|Saver Double (X)
487,76290,0.0,Classic (2X),
488,10375,0.0,Classic (2X),
489,60154,0.0,Classic (2X),
490,52816,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
491,101417,0.0,Classic (2X),
492,51480,0.0,Classic (2X),
493,54594,0.0,Classic (2X),
494,91587,10.0,Saver Double (X),Saver Double (X)
495,43839,5.0,Saver Double (X)|Classic (2X),Classic (2X)
496,95584,0.0,Classic (2X),
497,56419,10.0,Classic (2X),Classic (2X)
498,78984,10.0,Classic (2X)|Saver Double (X),Classic (2X)|Saver Double (X)
499,47149,10.0,Classic (2X)|Classic (2X)|Saver Double (X),Classic (2X)|Classic (2X)|Saver Double (X)
500,88721,10.0,Classic (2X),Classic (2X)
501,14695,10.0,Classic (2X),Classic (2X)
502,44874,10.0,Classic (2X),Classic (2X)
503,90510,10.0,Standard Two Bedroom Apartment|Standard One Bedroom Apartment,Standard Two Bedroom Apartment|Standard One Bedroom Apartment
504,62081,10.0,Classic (2X),Classic (2X)
505,78405,10.0,Classic (2X),Classic (2X)
506,81549,10.0,Classic (2X),Classic (2X)
507,1237,10.0,Classic (2X),Classic (2X)
508,59839,0.0,Classic (2X),
509,18242,0.0,Classic (2X)|Classic (2X),
510,101870,5.0,Western Room with Shared Washroom - Single (Non-Smoking)|Classic (2X),Western Room with Shared Washroom - Single (Non-Smoking)|
511,87669,10.0,Classic (2X),Classic (2X)
512,38953,10.0,Classic (2X),Classic (2X)
513,44258,10.0,Classic (2X)|Suite (4X),Classic (2X)|Suite (4X)
514,42047,10.0,Classic (2X)|Saver Double (X),Classic (2X)|Saver Double (X)
515,97235,10.0,Classic (2X),Classic (2X)
516,13795,10.0,Classic (2X),Classic (2X)
517,38022,6.666666666666666,Classic (2X)|Saver Double (X)|Deluxe (3X),Classic (2X)|Saver Double (X)|
518,87087,0.0,Classic (2X)|Classic (2X),
519,19479,0.0,Classic (2X)|Classic (2X),
520,51157,0.0,Classic (2X),
521,51472,0.0,Classic (2X),
522,58492,0.0,Classic (2X),
523,101569,0.0,Saver Double (X)|Classic (2X)|Classic (2X),
524,92327,0.0,Classic (2X)|Classic (2X),
525,18422,0.0,Classic (2X)|Classic (2X),
526,88589,10.0,Classic (2X)|Saver Double (X),Classic (2X)|Saver Double (X)
527,36211,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
528,49126,5.0,Classic (2X)|Deluxe (3X),Classic (2X)|
529,82446,10.0,Classic (2X),Classic (2X)
530,79763,10.0,Classic (2X),Classic (2X)
531,15286,10.0,Classic (2X),Classic (2X)
532,7051,10.0,Classic (2X),Classic (2X)
533,58495,0.0,Classic (2X),
534,104255,0.0,Classic (2X),
535,15123,0.0,Classic (2X),
536,41468,0.0,Classic (2X),
537,75561,3.333333333333333,Indonesia Standard Double|Indonesia Deluxe Twin|Indonesia Deluxe Double,Indonesia Deluxe Double
538,79133,10.0,Saver Double (X),Saver Double (X)
539,51469,0.0,Classic (2X),
540,6623,0.0,Classic (2X),
