,hotel_id,no_of_comments
19195,80505,10
19196,98654,0
19197,88712,15
19198,88774,11
19199,100755,1
19200,92045,0
19201,54185,11
19202,103090,0
19203,57493,0
19204,54630,83
19205,88867,3
19206,103239,0
19207,4665,58
19208,7390,86
19209,83042,16
19210,84105,1
19211,100260,0
19212,77237,3
19213,83967,15
19214,47306,12
19215,48338,10
19216,84271,11
19217,85289,13
19218,97124,0
19219,58393,6
19220,45365,39
19221,44195,28
19222,88003,0
19223,90093,0
19224,90529,18
19225,77231,0
19226,102825,1
19227,50276,91
19228,1872,0
19229,95777,0
19230,812,1
19231,76444,14
19232,97254,0
19233,97403,0
19234,95600,0
19235,88006,14
19236,89477,0
19237,58365,76
19238,80249,96
19239,82181,13
19240,74371,70
19241,50622,18
19242,101875,0
19243,47193,44
19244,91308,5
19245,78567,32
19246,88321,7
19247,58525,57
19248,87095,49
19249,102159,0
19250,44336,96
19251,59020,58
19252,52557,0
19253,97704,0
19254,99976,0
19255,78137,47
19256,50166,28
19257,90267,14
19258,91117,13
19259,61228,1
19260,104586,0
19261,100986,0
19262,96553,0
19263,92205,0
19264,86805,3
19265,50414,51
19266,101467,0
19267,98030,0
19268,92644,0
19269,95504,0
19270,80030,8
19271,96213,0
19272,1391,98
19273,88130,5
19274,82038,50
19275,84696,21
19276,84991,1
19277,89938,2
19278,55364,89
19279,49730,49
19280,44468,7
19281,82946,1
19282,93690,0
19283,101489,0
19284,86788,3
19285,103576,0
19286,57625,9
19287,100252,0
19288,87131,0
19289,91603,0
19290,44918,5
19291,4097,55
19292,48504,32
19293,101042,0
19294,57355,43
19295,104004,0
19296,76798,24
19297,88602,0
19298,81990,5
19299,47930,35
19300,88020,0
19301,82907,0
19302,84735,10
19303,20100,43
19304,11702,15
19305,17687,54
19306,75611,99
19307,96511,0
19308,91747,12
19309,58826,14
19310,43121,64
19311,94880,0
19312,92588,0
19313,58064,41
19314,76022,15
19315,81121,19
19316,94005,0
19317,79346,80
19318,46538,51
19319,42972,5
19320,59287,93
19321,85877,0
19322,85008,9
19323,76199,7
19324,54925,16
19325,85461,7
19326,5891,0
19327,86082,14
19328,98722,0
19329,101939,3
19330,98466,0
19331,92453,0
19332,86369,0
19333,6904,57
19334,78432,19
19335,97687,1
19336,89190,0
19337,95451,2
19338,51356,0
19339,85756,5
19340,102800,0
19341,43287,67
19342,104260,0
19343,41329,39
19344,94295,0
19345,82471,3
19346,74250,0
19347,90951,0
19348,83953,7
19349,77223,26
19350,82772,9
19351,89640,4
19352,19498,91
19353,100125,0
19354,96691,0
19355,47030,3
19356,81568,27
19357,10526,0
19358,57082,11
19359,82021,63
19360,97715,0
19361,81731,9
19362,48954,26
19363,45829,3
19364,81146,0
19365,53319,15
19366,104597,1
19367,101326,0
19368,75285,83
19369,87694,35
19370,49255,0
19371,92638,0
19372,59574,0
19373,93800,0
19374,50619,68
19375,91305,4
19376,508,69
19377,87283,29
19378,48532,22
19379,37324,31
19380,47016,7
19381,45520,6
19382,58677,23
19383,36736,21
19384,59585,70
19385,44451,5
19386,79661,35
19387,79917,6
19388,85745,21
19389,77397,31
19390,98618,0
19391,1982,0
19392,40294,72
19393,75257,29
19394,98151,0
19395,15918,50
19396,95023,0
19397,14554,23
19398,57808,87
19399,47629,52
19400,41456,14
19401,74669,63
19402,98899,0
19403,92602,1
19404,86951,2
19405,54942,8
19406,42232,91
19407,91167,0
19408,55406,38
19409,89452,11
19410,95192,0
19411,78438,21
19412,104150,0
19413,4569,66
19414,94483,0
19415,50321,2
19416,9604,41
19417,85143,1
19418,61979,1
19419,96967,0
19420,89927,0
19421,79158,14
19422,97110,0
19423,100401,0
19424,86811,2
19425,86521,52
19426,94874,0
19427,53294,28
19428,84718,16
19429,48220,69
19430,89502,9
19431,92177,0
19432,95586,0
19433,57504,45
19434,12312,44
19435,84988,13
19436,94402,0
19437,103700,0
19438,79467,12
19439,96238,0
19440,82153,2
19441,51044,75
19442,89668,1
19443,56548,8
19444,370,79
19445,5565,98
19446,42842,54
19447,52408,67
19448,104305,0
19449,51353,8
19450,91758,0
19451,46743,57
19452,11376,2
19453,58964,82
19454,100249,0
19455,104316,0
19456,97276,0
19457,12031,51
19458,74863,12
19459,76787,2
19460,53029,16
19461,61987,9
19462,80246,5
19463,37487,0
19464,90703,0
19465,60623,27
19466,45064,0
19467,75150,32
19468,44018,3
19469,81245,8
19470,92655,0
19471,99352,0
19472,74537,37
19473,90557,1
19474,10228,67
19475,75403,55
19476,43841,3
19477,41453,0
19478,94604,0
19479,88293,2
19480,89041,0
19481,81551,5
19482,44060,90
19483,94019,2
19484,55243,38
19485,90830,0
19486,80848,0
19487,92633,0
19488,79031,61
19489,43402,46
19490,48940,0
19491,98483,0
19492,74562,30
19493,55665,18
19494,104454,0
19495,80401,20
19496,102980,0
19497,83351,13
19498,95788,0
19499,83517,5
19500,17811,47
19501,54776,99
19502,39979,97
19503,42707,11
19504,59414,86
19505,62004,13
19506,62997,15
19507,56919,2
19508,86659,1
19509,45357,16
19510,54649,78
19511,77529,61
19512,75164,16
19513,76908,18
19514,54489,14
19515,62291,23
19516,93083,0
19517,81571,2
19518,58078,7
19519,62713,94
19520,18902,2
19521,94866,0
19522,97130,0
19523,104423,0
19524,97726,0
19525,98044,0
19526,95029,0
19527,18441,77
19528,100387,0
19529,59577,23
19530,104445,0
19531,18421,30
19532,50138,50
19533,94278,0
19534,88597,0
19535,91415,4
19536,89958,16
19537,75122,20
19538,104901,0
19539,74807,14
19540,38050,40
19541,57186,77
19542,84828,7
19543,48408,45
19544,6178,9
19545,53758,99
19546,44890,60
19547,102516,0
19548,82648,6
19549,77968,83
19550,102499,0
19551,42246,1
19552,78300,19
19553,47185,10
19554,86681,14
19555,75274,24
19556,100404,0
19557,86937,0
19558,90377,1
19559,88453,4
19560,98449,0
19561,12141,16
19562,101920,0
19563,103877,1
19564,44786,92
19565,91294,0
19566,86808,9
19567,47778,3
19568,38019,82
19569,79757,4
19570,89176,13
19571,89055,0
19572,84395,13
19573,80215,4
19574,38342,82
19575,97701,0
19576,104274,0
19577,7098,28
19578,483,21
19579,83790,1
19580,104611,0
19581,73797,31
19582,93516,0
19583,102392,0
19584,81273,34
19585,92149,3
19586,95473,3
19587,86220,14
19588,55431,32
19589,97414,0
19590,89654,0
19591,91443,8
19592,91865,0
19593,80356,40
19594,86054,4
19595,79594,7
19596,104614,0
19597,49992,9
19598,62873,39
19599,92011,1
19600,98750,0
19601,83655,2
19602,53274,49
19603,76511,4
19604,87829,2
19605,47320,98
19606,101751,0
19607,45666,0
19608,17988,78
19609,47494,10
19610,48943,26
19611,51179,3
19612,97864,0
19613,86316,25
19614,85646,1
19615,84403,28
19616,18030,29
19617,97729,0
19618,87832,0
19619,83644,21
19620,78311,44
19621,88282,0
19622,83838,65
19623,86982,42
19624,80069,3
19625,103520,0
19626,95653,0
19627,85331,4
19628,98598,0
19629,84898,41
19630,78747,38
19631,38649,70
19632,50495,4
19633,93254,0
19634,56126,57
19635,81118,98
19636,104437,0
19637,60938,9
19638,98736,0
19639,82305,6
19640,19782,74
19641,16992,52
19642,98632,0
19643,7655,0
19644,46428,2
19645,54351,28
19646,933,84
19647,83810,6
19648,99495,0
19649,100674,0
19650,45053,5
19651,42657,3
19652,62086,6
19653,43416,25
19654,40474,13
19655,40446,9
19656,101287,0
19657,103860,0
19658,103419,0
19659,35974,5
19660,91617,13
19661,86670,5
19662,47742,6
19663,84133,27
19664,76632,90
19665,47632,0
19666,17251,21
19667,7095,74
19668,99023,0
19669,10256,41
19670,55822,10
19671,6139,18
19672,60471,90
19673,99937,1
19674,98190,0
19675,53915,61
19676,17257,0
19677,96829,0
19678,88746,0
19679,17549,54
19680,95631,0
19681,83492,10
19682,19476,0
19683,103959,10
19684,98469,0
19685,41619,47
19686,13668,93
19687,91589,0
19688,52579,0
19689,74239,5
19690,80525,54
19691,62862,78
19692,102378,0
19693,96815,0
19694,43256,54
19695,84693,3
19696,89806,6
19697,59602,4
19698,61785,58
19699,49283,23
19700,96666,0
19701,82032,16
19702,45258,63
19703,95316,0
19704,80387,24
19705,55856,43
19706,221,0
19707,86791,0
19708,96517,0
19709,47902,80
19710,37870,42
19711,39076,78
19712,44780,25
19713,94728,2
19714,89657,0
19715,102052,0
19716,47058,78
19717,78269,9
19718,83945,2
19719,101889,0
19720,95954,0
19721,104327,0
19722,52394,33
19723,103863,0
19724,92031,0
19725,103683,0
19726,101031,0
19727,94413,0
19728,94579,0
19729,62305,10
19730,52990,45
19731,101312,1
19732,75271,0
19733,103720,0
19734,92180,0
19735,86178,24
19736,54177,9
19737,89207,0
19738,103405,0
19739,62128,22
19740,48079,2
19741,94438,1
19742,99076,0
19743,102665,0
19744,89193,0
19745,43267,23
19746,93983,0
19747,101301,0
19748,77833,51
19749,74382,0
19750,79006,5
19751,45095,50
19752,89767,21
19753,83686,3
19754,85011,6
19755,54804,39
19756,92616,0
19757,19611,0
19758,76019,91
19759,95341,0
19760,78570,50
19761,7677,0
19762,53592,15
19763,79034,63
19764,79810,8
19765,85466,18
19766,86366,4
19767,75589,78
19768,42072,2
19769,102066,0
19770,100578,0
19771,93502,0
19772,50577,94
19773,56309,4
19774,61551,5
19775,87539,6
19776,78736,58
19777,4848,82
19778,96823,0
19779,104589,2
19780,46251,32
19781,62294,41
19782,49573,6
19783,103689,1
19784,86015,6
19785,57912,92
19786,40134,0
19787,98297,1
19788,78888,34
19789,50017,56
19790,45978,1
19791,102353,0
19792,8431,17
19793,55389,11
19794,97003,0
19795,79017,0
19796,90110,6
19797,41321,2
19798,48206,13
19799,2294,34
19800,98910,0
19801,90363,0
19802,46676,16
19803,85005,1
19804,97574,0
19805,93409,0
19806,53443,73
19807,17555,30
19808,83984,3
19809,73502,1
19810,96663,0
19811,82896,0
19812,82010,65
19813,98474,1
19814,76359,7
19815,93994,0
19816,86487,0
19817,95493,0
19818,97552,0
19819,99664,0
19820,84409,4
19821,104341,0
19822,74959,1
19823,87531,3
19824,98300,1
19825,10990,13
19826,50608,57
19827,45804,79
19828,99667,0
19829,93077,0
19830,86493,36
19831,48189,5
19832,100097,0
19833,92315,1
19834,58092,7
19835,81585,15
19836,97524,0
19837,92807,0
19838,61816,33
19839,83675,38
19840,99639,0
19841,83638,3
19842,98930,0
19843,51488,15
19844,98609,0
19845,100865,0
19846,92017,2
19847,37597,1
19848,75012,35
19849,99661,1
19850,103098,0
19851,48217,6
19852,89356,0
19853,74658,66
19854,74849,2
19855,101748,0
19856,60615,49
19857,79307,5
19858,89952,25
19859,87705,3
19860,48245,36
19861,85306,15
19862,40741,23
19863,96801,0
19864,92039,0
19865,78708,40
19866,14444,0
19867,76950,33
19868,15724,58
19869,73772,34
19870,94289,0
19871,97268,0
19872,98789,0
19873,104161,0
19874,81281,11
19875,85019,3
19876,20241,40
19877,42668,10
19878,93825,0
19879,79768,65
19880,78995,5
19881,49556,27
19882,99349,0
19883,91609,0
19884,82595,37
19885,46431,11
19886,90259,0
19887,87238,7
19888,57366,33
19889,42679,38
19890,49719,87
19891,100103,0
19892,54014,42
19893,53890,18
19894,57937,17
19895,89817,0
19896,86957,10
19897,95479,0
19898,88428,0
19899,44499,5
19900,56930,32
19901,104762,0
19902,86244,3
19903,100478,0
19904,81156,0
19905,59519,12
19906,79944,8
19907,98678,0
19908,101668,1
19909,74603,42
19910,95666,0
19911,40931,46
19912,100183,0
19913,75596,13
19914,90733,1
19915,93419,0
19916,76712,18
19917,35126,19
19918,94738,0
19919,89667,0
19920,16091,10
19921,57801,6
19922,62751,63
19923,58155,76
19924,55739,31
19925,101499,0
19926,101077,1
19927,84326,14
19928,93596,1
19929,81744,7
19930,40515,73
19931,62889,62
19932,99100,0
19933,18799,77
19934,79519,1
19935,82225,5
19936,44818,54
19937,52443,22
19938,99975,0
19939,5471,6
19940,20307,16
19941,91928,6
19942,83873,2
19943,100920,0
19944,103614,0
19945,104053,0
19946,103915,0
19947,97604,0
19948,58754,37
19949,1761,26
19950,397,32
19951,46472,17
19952,9822,64
19953,89405,34
19954,61575,6
19955,78321,0
19956,97019,0
19957,100177,0
19958,15936,64
19959,57098,16
19960,103426,0
19961,45254,78
19962,62914,3
19963,93309,0
19964,79227,21
19965,84618,9
19966,35416,69
19967,62343,16
19968,76237,1
19969,100917,0
19970,91790,18
19971,101502,0
19972,84593,15
19973,18642,70
19974,88969,21
19975,59182,0
19976,93472,0
19977,76220,13
19978,49647,22
19979,88919,6
19980,96583,0
19981,97328,3
19982,91793,0
19983,55438,50
19984,61418,17
19985,99567,0
19986,58867,62
19987,95371,0
19988,87462,16
19989,12845,93
19990,92235,4
19991,81429,53
19992,101941,0
19993,47943,26
19994,92555,0
19995,90761,0
19996,47234,42
19997,80284,75
19998,91956,2
19999,82512,11
20000,95379,1
20001,62439,33
20002,82633,13
20003,73990,46
20004,56780,7
20005,90581,9
20006,52896,21
20007,60788,89
20008,45597,34
20009,96580,0
20010,97072,0
20011,50072,39
20012,90184,0
20013,100779,0
20014,93306,0
20015,89107,5
20016,80557,32
20017,99117,0
20018,75171,21
20019,48857,0
20020,81021,0
20021,95528,0
20022,49746,10
20023,75064,24
20024,91616,1
20025,75227,10
20026,48854,34
20027,39744,29
20028,101969,0
20029,90294,0
20030,47836,9
20031,104787,0
20032,52921,1
20033,89557,11
20034,89996,0
20035,44945,89
20036,37784,10
20037,78332,5
20038,13093,63
20039,82183,18
20040,85954,37
20041,91315,2
20042,39882,8
20043,76794,3
20044,7282,51
20045,37050,65
20046,91835,2
20047,55455,26
20048,48396,59
20049,80464,14
20050,88235,10
20051,76670,7
20052,90305,0
20053,103291,0
20054,56181,23
20055,89546,0
20056,103769,0
20057,80419,10
20058,76116,8
20059,76262,8
20060,101665,0
20061,48559,1
20062,85068,9
20063,42610,32
20064,102270,0
20065,61730,56
20066,54215,65
20067,53191,31
20068,41539,78
20069,42858,2
20070,61882,57
20071,87321,8
20072,42152,1
20073,85918,0
20074,38358,12
20075,1910,11
20076,76060,26
20077,40653,77
20078,37508,84
20079,54572,61
20080,51298,4
20081,98791,0
20082,78757,27
20083,95669,0
20084,77148,56
20085,43336,28
20086,7721,63
20087,100014,0
20088,53669,47
20089,44680,59
20090,96406,0
20091,100332,0
20092,97750,0
20093,86992,6
20094,81184,51
20095,90297,0
20096,97888,0
20097,82689,4
20098,86984,1
20099,49166,18
20100,56493,62
20101,101707,0
20102,103043,0
20103,53343,1
20104,54544,11
20105,89706,2
20106,56766,34
20107,46199,35
20108,37795,76
20109,87625,7
20110,76839,3
20111,7285,94
20112,98844,0
20113,99277,0
20114,82928,7
20115,88671,0
20116,82059,29
20117,68,0
20118,7735,22
20119,57351,50
20120,104365,0
20121,90120,3
20122,13529,84
20123,86849,10
20124,100934,0
20125,91810,3
20126,97041,1
20127,50646,90
20128,78183,2
20129,86804,3
20130,83696,3
20131,52772,47
20132,19865,11
20133,4557,97
20134,97140,1
20135,86365,0
20136,96552,1
20137,103876,0
20138,89982,14
20139,101682,0
20140,100464,0
20141,86435,17
20142,45544,76
20143,98965,0
20144,85355,0
20145,98076,1
20146,81339,69
20147,56479,68
20148,7116,16
20149,93610,0
20150,13709,1
20151,97905,0
20152,92994,0
20153,48393,0
20154,82084,0
20155,74288,40
20156,74462,5
20157,85043,5
20158,94479,0
20159,85468,36
20160,96428,0
20161,86573,15
20162,79398,10
20163,79345,5
20164,76982,12
20165,104340,0
20166,13253,7
20167,85833,0
20168,41809,58
20169,88972,0
20170,97047,0
20171,93,57
20172,15953,64
20173,104188,1
20174,81907,58
20175,74153,54
20176,62602,18
20177,82346,2
20178,55579,18
20179,92938,0
20180,97002,0
20181,89408,0
20182,41125,3
20183,98093,0
20184,84461,0
20185,51681,15
20186,88649,0
20187,99128,0
20188,46362,8
20189,19224,6
20190,103777,0
20191,75911,17
20192,95216,0
20193,76392,0
20194,75801,30
20195,49161,95
20196,62588,66
20197,101789,0
20198,61426,1
20199,94184,0
20200,59646,16
20201,100155,0
20202,75964,1
20203,82523,13
20204,95804,0
20205,54420,7
20206,95503,1
20207,89827,1
20208,100630,0
20209,57216,21
20210,89124,4
20211,19410,50
20212,98051,0
20213,5946,88
20214,46317,24
20215,13295,74
20216,49498,11
20217,75050,26
20218,104635,0
20219,87594,1
20220,3547,29
20221,87746,2
20222,84784,12
20223,4174,95
20224,59643,65
20225,36302,13
20226,100166,0
20227,100194,0
20228,56015,27
20229,84019,0
20230,90156,0
20231,44725,3
20232,78335,54
20233,41232,93
20234,15956,22
20235,36437,12
20236,81027,7
20237,97193,0
20238,76847,1
20239,92375,4
20240,45274,89
20241,90148,2
20242,97913,0
20243,84455,41
20244,2087,65
20245,93146,0
20246,79699,14
20247,5662,65
20248,44230,22
20249,96566,0
20250,8930,0
20251,11307,97
20252,103139,0
20253,50030,37
20254,83668,10
20255,75337,84
20256,84770,8
20257,87909,13
20258,93869,0
20259,77120,9
20260,52446,55
20261,56465,29
20262,77871,4
20263,75019,71
20264,58456,65
20265,94656,0
20266,101977,0
20267,99989,0
20268,81336,40
20269,43330,55
20270,58892,41
20271,49484,1
20272,44810,26
20273,2689,0
20274,100942,0
20275,79100,5
20276,51838,63
20277,57368,87
20278,59938,20
20279,87881,3
20280,89394,13
20281,93731,0
20282,17314,59
20283,86818,14
20284,80408,60
20285,36614,7
20286,85645,0
20287,40785,37
20288,76555,27
20289,82647,2
20290,91357,3
20291,82661,6
20292,93554,0
20293,95691,0
20294,90432,2
20295,53354,6
20296,8458,38
20297,101952,1
20298,101814,0
20299,49619,0
20300,84922,9
20301,82827,18
20302,104371,2
20303,98802,0
20304,74451,44
20305,83555,0
20306,83721,74
20307,79204,53
20308,86559,5
20309,95559,0
20310,39694,68
20311,102557,0
20312,58597,15
20313,95829,2
20314,90876,15
20315,80869,9
20316,90623,5
20317,40048,65
20318,98476,0
20319,82363,2
20320,62304,21
20321,85769,67
20322,94794,0
20323,52592,32
20324,86981,33
20325,1013,0
20326,62627,1
20327,81482,17
20328,75784,20
20329,91034,0
20330,6846,49
20331,97753,0
20332,78782,26
20333,50941,88
20334,100276,0
20335,101041,0
20336,4717,81
20337,104517,0
20338,76091,0
20339,53956,66
20340,91439,2
20341,92544,0
20342,57683,94
20343,75798,13
20344,62287,33
20345,100591,0
20346,95556,0
20347,47496,67
20348,77452,4
20349,15039,96
20350,35694,22
20351,86379,33
20352,74741,44
20353,81485,50
20354,53641,1
20355,88604,0
20356,89082,0
20357,91627,0
20358,91917,1
20359,80447,28
20360,53914,80
20361,12651,79
20362,101626,0
20363,96856,0
20364,74873,2
20365,8179,6
20366,56659,10
20367,82101,0
20368,86109,23
20369,84171,1
20370,62028,6
20371,99525,0
20372,99086,0
20373,42844,28
20374,50505,53
20375,47968,1
20376,90454,0
20377,90173,0
20378,99266,0
20379,38709,6
20380,81595,0
20381,74423,0
20382,89847,8
20383,80093,9
20384,58459,89
20385,92097,0
20386,87898,13
20387,56968,47
20388,47847,30
20389,86404,12
20390,84610,24
20391,91467,5
20392,99564,0
20393,84163,30
20394,4886,10
20395,57694,3
20396,97891,0
20397,86261,6
20398,79682,81
20399,101527,0
20400,78948,30
20401,78625,99
20402,97148,0
20403,93565,0
20404,89425,2
20405,55160,31
20406,91464,9
20407,76676,0
20408,85347,17
20409,87155,1
20410,57871,23
20411,97590,0
20412,48567,48
20413,49566,30
20414,56220,24
20415,102866,0
20416,14046,74
20417,88328,0
20418,83091,7
20419,50331,26
20420,94206,0
20421,102129,0
20422,83398,7
20423,92226,0
20424,49017,0
20425,81474,11
20426,79553,40
20427,88466,0
20428,93568,2
20429,82070,25
20430,81612,35
20431,85333,17
20432,100141,1
20433,53506,25
20434,13394,56
20435,86967,6
20436,90145,0
20437,51720,27
20438,95056,0
20439,91155,0
20440,78476,37
20441,82551,2
20442,8508,85
20443,27316,42
20444,94032,0
20445,82990,0
20446,80726,23
20447,103583,0
20448,18029,32
20449,75174,33
20450,101221,0
20451,91166,56
20452,95984,0
20453,59775,46
20454,57500,5
20455,95832,0
20456,48432,13
20457,17171,28
20458,88618,0
20459,84174,1
20460,41069,5
20461,62056,5
20462,102101,0
20463,97781,0
20464,54389,0
20465,75472,30
20466,45867,32
20467,99741,0
20468,11200,41
20469,48269,58
20470,88958,0
20471,3997,27
20472,79809,80
20473,95520,0
20474,99539,0
20475,49481,19
20476,60383,28
20477,101994,0
20478,104078,0
20479,94603,0
20480,98062,0
20481,80751,19
20482,54268,39
20483,84579,61
20484,49307,69
20485,81322,73
20486,100914,0
20487,101342,0
20488,74746,23
20489,95531,0
20490,47830,14
20491,75897,21
20492,44970,31
20493,75475,3
20494,85184,35
20495,47071,28
20496,35534,5
20497,56926,21
20498,83299,2
20499,44815,69
20500,77283,0
20501,75362,2
20502,36923,37
20503,48435,20
20504,38808,16
20505,104199,0
20506,48081,77
20507,93458,0
20508,97320,0
20509,75182,25
20510,92420,1
20511,79182,5
20512,80717,30
20513,97927,0
20514,11031,35
20515,79252,43
20516,86382,15
20517,57995,65
20518,96389,0
20519,95967,0
20520,104351,0
20521,103741,0
20522,56943,13
20523,102714,0
20524,7580,2
20525,99429,3
20526,91326,0
20527,86680,6
20528,94780,0
20529,85029,0
20530,50502,77
20531,6697,58
20532,47791,42
20533,58116,2
20534,2641,0
20535,86846,4
20536,37044,9
20537,47518,0
20538,76819,20
20539,52567,6
20540,96701,1
20541,58853,16
20542,80847,13
20543,61755,65
20544,83395,23
20545,47667,3
20546,47670,4
20547,78310,24
20548,97936,0
20549,19106,56
20550,91039,0
20551,48860,83
20552,98709,0
20553,103783,6
20554,97941,0
20555,2796,51
20556,100326,0
20557,99719,0
20558,56490,21
20559,87878,6
20560,55182,57
20561,94167,0
20562,76563,2
20563,61007,60
20564,77112,2
20565,81463,7
20566,58580,1
20567,95655,0
20568,80231,30
20569,86396,9
20570,48725,0
20571,98501,0
20572,45704,46
20573,47653,79
20574,45572,79
20575,104056,0
20576,46759,32
20577,51582,96
20578,103462,0
20579,96867,0
20580,102973,0
20581,43184,3
20582,91371,0
20583,79862,59
20584,57255,39
20585,19680,30
20586,88823,0
20587,98653,0
20588,85400,1
20589,83277,41
20590,76546,1
20591,99688,0
20592,62014,50
20593,94305,2
20594,103302,0
20595,11020,41
20596,27299,73
20597,35112,16
20598,92136,0
20599,83412,24
20600,91205,0
20601,11166,45
20602,78962,4
20603,116,98
20604,4188,77
20605,37624,47
20606,45859,12
20607,98068,1
20608,92218,3
20609,74440,46
20610,89695,8
20611,35987,35
20612,84798,13
20613,87147,30
20614,54966,87
20615,100892,0
20616,102402,0
20617,98256,0
20618,96906,0
20619,89397,8
20620,100748,0
20621,90429,8
20622,77002,69
20623,89819,5
20624,81758,1
20625,88204,4
20626,41975,7
20627,75663,6
20628,14035,0
20629,97930,0
20630,94029,0
20631,97182,0
20632,93720,0
20633,81620,7
20634,40945,7
20635,104843,0
20636,44697,64
20637,83994,0
20638,89664,0
20639,12693,9
20640,47861,26
20641,54873,65
20642,102827,0
20643,100042,0
20644,20000,17
20645,98220,0
20646,58588,4
20647,84022,0
20648,48570,0
20649,62450,20
20650,98526,0
20651,94451,0
20652,57067,32
20653,48131,35
20654,15545,97
20655,50058,13
20656,46773,26
20657,60526,17
20658,81159,0
20659,54364,59
20660,101063,0
20661,88193,16
20662,47684,30
20663,40214,70
20664,55278,0
20665,61896,66
20666,15371,99
20667,91363,11
20668,97629,0
20669,50966,5
20670,47816,38
20671,103890,0
20672,97044,0
20673,53194,0
20674,76400,29
20675,87169,21
20676,90882,0
20677,76493,5
20678,74125,49
20679,88511,0
20680,92817,0
20681,61567,1
20682,41080,67
20683,79196,52
20684,98341,0
20685,103029,0
20686,90744,6
20687,58265,23
20688,81963,46
20689,55607,1
20690,97016,0
20691,85819,23
20692,98175,0
20693,99879,0
20694,57078,42
20695,84894,0
20696,101027,0
20697,91014,0
20698,86534,3
20699,94943,0
20700,5358,31
20701,59303,16
20702,99556,0
20703,104213,0
20704,96420,0
20705,94465,0
20706,92845,2
20707,92969,0
20708,76541,44
20709,74246,0
20710,48106,31
20711,45884,0
20712,93745,1
20713,76974,0
20714,19868,98
20715,58428,58
20716,4579,73
20717,55717,55
20718,97635,0
20719,95078,0
20720,51436,32
20721,100762,0
20722,6357,60
20723,14429,89
20724,60397,77
20725,45147,7
20726,97033,0
20727,58102,17
20728,90117,37
20729,97030,0
20730,90910,19
20731,93281,0
20732,83983,27
20733,80132,46
20734,56026,22
20735,61854,12
20736,2186,68
20737,88497,11
20738,20290,82
20739,89231,5
20740,88030,0
20741,79390,15
20742,86272,4
20743,84883,3
20744,84312,0
20745,81910,15
20746,102084,0
20747,84604,11
20748,98408,0
20749,91740,4
20750,4287,0
20751,44995,36
20752,85195,18
20753,98656,0
20754,97463,0
20755,87290,7
20756,19100,68
20757,84928,14
20758,91028,0
20759,78912,27
20760,103142,0
20761,91920,6
20762,62354,0
20763,61865,11
20764,91765,0
20765,41370,7
20766,43010,10
20767,77601,8
20768,83572,3
20769,58903,5
20770,90868,0
20771,61904,82
20772,47358,61
20773,76988,2
20774,87577,11
20775,84025,8
20776,84773,6
20777,51242,52
20778,95382,0
20779,76071,6
20780,48148,7
20781,89540,1
20782,56071,5
20783,88210,1
20784,88798,0
20785,91301,5
20786,50778,3
20787,93582,0
20788,43195,28
20789,79817,73
20790,86078,0
20791,102132,0
20792,47982,8
20793,91948,1
20794,16375,26
20795,53517,2
20796,92676,0
20797,84933,15
20798,97764,0
20799,92654,0
20800,104070,0
20801,44399,5
20802,89684,6
20803,43924,87
20804,79522,0
20805,84919,0
20806,102554,0
20807,81896,32
20808,1567,0
20809,58133,93
20810,14600,0
20811,91942,3
20812,86995,9
20813,93278,0
20814,93447,0
20815,89419,7
20816,102256,0
20817,79525,42
20818,61429,19
20819,98813,0
20820,102098,0
20821,98827,0
20822,91349,7
20823,99716,0
20824,90021,0
20825,90769,1
20826,49754,39
20827,91821,0
20828,92955,3
20829,97306,0
20830,86584,0
20831,19677,86
20832,14575,90
20833,81443,3
20834,52316,29
20835,104475,0
20836,90010,3
20837,99249,1
20838,15396,84
20839,47065,10
20840,80394,6
20841,90446,0
20842,88767,1
20843,86393,1
20844,88016,0
20845,88657,8
20846,46767,82
20847,93284,4
20848,96991,0
20849,62931,70
20850,51574,21
20851,60104,60
20852,99992,0
20853,96715,0
20854,100315,0
20855,79097,41
20856,95390,0
20857,99730,0
20858,17728,27
20859,47397,13
20860,98968,0
20861,81747,37
20862,76527,73
20863,80270,1
20864,98684,0
20865,102849,0
20866,54246,41
20867,15219,0
20868,43910,98
20869,43198,62
20870,17168,32
20871,60855,9
20872,91194,23
20873,17441,99
20874,47521,6
20875,50997,5
20876,91191,0
20877,98833,0
20878,59137,2
20879,85358,21
20880,97480,0
20881,2360,0
20882,84745,3
20883,95092,0
20884,104354,0
20885,81142,0
20886,96591,0
20887,101831,0
20888,37517,89
20889,44959,65
20890,44655,54
20891,103111,0
20892,90311,3
20893,99111,0
20894,96853,0
20895,84188,0
20896,88806,1
20897,59778,85
20898,57227,68
20899,85223,3
20900,100793,0
20901,90460,0
20902,100900,0
20903,92246,0
20904,85206,47
20905,99722,0
20906,77463,16
20907,93883,0
20908,54721,5
20909,76389,2
20910,59342,54
20911,100045,0
20912,102987,0
20913,3094,38
20914,47504,26
20915,91453,26
20916,57691,49
20917,79997,17
20918,77891,10
20919,17930,33
20920,104177,1
20921,52305,51
20922,10272,11
20923,37348,0
20924,88933,4
20925,37365,71
20926,41401,49
20927,40200,82
20928,99415,0
20929,92260,0
20930,44534,93
20931,85653,60
20932,95812,0
20933,36738,13
20934,11163,0
20935,43226,84
20936,93585,0
20937,51231,12
20938,90907,1
20939,77123,34
20940,95680,0
20941,82520,18
20942,35888,0
20943,100439,0
